Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1041,Exfiltration Over C2 Channel,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048,Exfiltration Over Alternative Protocol,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052,Exfiltration Over Physical Medium,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1052.001,Exfiltration over USB,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.002,Portable Executable Injection,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.003,Thread Execution Hijacking,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.004,Asynchronous Procedure Call,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.005,Thread Local Storage,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.008,Ptrace System Calls,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.009,Proc Memory,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.011,Extra Window Memory Injection,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.012,Process Hollowing,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1055.013,Process Doppelgänging,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.006,Python,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,10.0,10.4,Configure Automatic Anti-Malware Scanning of Removable Media,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1059.007,JavaScript,10.0,10.6,Centrally Manage Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1070.002,Clear Linux or Mac System Logs,9.0,9.6,Block Unnecessary File Types,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1070.002,Clear Linux or Mac System Logs,9.0,9.7,Deploy and Maintain Email Server Anti-Malware Protections,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1070.002,Clear Linux or Mac System Logs,10.0,10.1,Deploy and Maintain Anti-Malware Software,SI-3,Malicious Code Protection
SI-3,Malicious Code Protection,T1070.002,Clear Linux or Mac System Logs,10.0,10.2,Configure Automatic Anti-Malware Signature Updates,SI-3,Malicious Code Protection
